NUMERO,SALDO,TIPO_CUENTA,CLIENTE,OFICINA
2929,336915.54497316224,3,3131,74
2930,896339.3033838919,3,3131,74
2931,3953627.554258246,1,3132,74
2932,3800767.689122348,1,3132,74
2933,318642.45398989914,4,3133,75
2934,17878155.963277534,4,3134,75
2935,195744.3722618792,3,3134,75
2936,22687473.561579414,4,3134,75
2937,20654089.899462923,1,3135,75
2938,2303877.677804053,1,3135,75
2939,18343303.016534094,3,3135,75
2940,3983161.848358863,4,3136,75
2941,69205984.34256831,2,3137,75
2942,590489.7009049936,4,3138,75
2943,681060.3886868445,1,3139,75
2944,20517760.97978805,1,3140,75
2945,10699698.025959305,4,3140,75
2946,16323164.739442669,2,3141,75
2947,8352995.0871197535,2,3141,75
2948,5117004.425736688,1,3141,75
2949,1826532.573623365,1,3142,75
2950,3129946.609550949,1,3142,75
2951,681264.2177701959,4,3142,75
2952,47119824.52475668,4,3143,75
2953,636557.7853647668,3,3143,75
2954,13224807.237710383,1,3143,75
2955,13212239.711994039,3,3144,75
2956,2251327.7964277393,3,3144,75
2957,333664.5744553537,1,3145,75
2958,2357260.7688658354,3,3145,75
2959,3919254.830494566,3,3145,75
2960,7227107.316495441,1,3146,75
2961,12226231.202347284,3,3147,75
2962,7110185.723054444,3,3148,75
2963,28993789.899376195,1,3148,75
2964,1376335.3347489978,1,3148,75
2965,3024733.006747323,1,3149,75
2966,12353309.462675765,3,3149,75
2967,2789296.368665004,4,3149,75
2968,1234091.9751251214,3,3150,75
2969,44683314.125290185,4,3151,75
2970,18214921.424382813,4,3151,75
2971,486810.8568526179,3,3152,75
2972,3333791.249399855,1,3152,75
2973,33084693.627700347,1,3153,76
2974,16877648.787711024,3,3153,76
2975,13710018.663183117,4,3153,76
2976,21715875.009139758,2,3154,76
2977,6029618.859531242,2,3154,76
2978,18269.90571297705,3,3155,76
2979,52511819.81355773,1,3156,76
2980,3239956.1183706266,1,3156,76
2981,777914.1986322647,4,3157,76
2982,35278982.87782142,2,3157,76
2983,4207036.914208954,2,3157,76
2984,32018332.464883562,2,3158,76
2985,18946229.817921523,1,3158,76
2986,37002778.746612474,2,3158,76
2987,8584067.88864841,1,3159,76
2988,22465326.540593963,2,3159,76
2989,170951.30717184627,4,3160,76
2990,962826.5668406638,3,3160,76
2991,16911041.071102154,2,3161,76
2992,30192968.35815925,1,3161,76
2993,15038929.827885723,1,3162,76
2994,63173451.440294564,2,3162,76
2995,49744622.08489034,1,3163,76
2996,7381602.5841202615,1,3163,76
2997,16560455.523318402,4,3163,76
2998,56790254.41473637,1,3164,76
2999,20634555.556066882,1,3164,76
3000,8469507.410930533,3,3165,76
3001,32872637.732054397,4,3165,76
3002,80854399.197356,1,3166,76
3003,360197.7632317861,3,3166,76
3004,17971326.206787035,3,3167,76
3005,533393.5198202948,3,3167,76
3006,23326079.850412603,4,3167,76
3007,22852831.818551976,1,3168,76
3008,16877547.40025115,4,3169,76
3009,1057954.9678687933,3,3169,76
3010,3381258.6976437187,2,3169,76
3011,12568629.51609324,2,3170,76
3012,50703358.95868957,4,3170,76
3013,3044586.818714099,4,3170,76
3014,14555433.105414823,1,3171,76
3015,28455186.585692402,2,3171,76
3016,20935462.793885548,3,3172,76
3017,120907.9670480612,1,3173,77
3018,17680712.975551814,1,3174,77
3019,11327294.345238438,1,3174,77
3020,53257427.118105866,1,3174,77
3021,29147802.769947223,3,3175,77
3022,9413327.41656373,1,3175,77
3023,89704.50174937746,1,3175,77
3024,696263.2634732368,1,3176,77
3025,60367443.8426384,3,3177,77
3026,800737.2321533563,2,3177,77
3027,19785181.997168906,1,3178,77
3028,23542233.299174495,2,3178,77
3029,33665976.375742204,1,3178,77
3030,49027594.369647466,2,3179,77
3031,707240.8086468333,3,3180,77
3032,13166436.702471446,1,3180,77
3033,35683658.40870272,1,3181,77
3034,1465684.1318901167,2,3181,77
3035,70734423.39880179,1,3181,77
3036,45463991.43794972,1,3182,77
3037,44328213.654384576,1,3183,77
3038,20461798.73366904,4,3183,77
3039,45354073.94183024,1,3183,77
3040,23149113.066430856,2,3184,77
3041,540584.5437911574,1,3185,77
3042,222910.61599692254,3,3186,77
3043,241460.8823757965,3,3186,77
3044,2636811.6621860275,4,3187,77
3045,14157650.405814812,2,3187,77
3046,9109870.043209612,2,3188,77
3047,16871380.700223304,2,3188,77
3048,191455.01114332955,1,3189,77
3049,9478794.66604016,4,3189,77
3050,15156255.556096997,3,3190,77
3051,22331191.554390475,3,3190,77
3052,159251.40652748494,3,3191,77
3053,9265872.599134851,4,3191,77
3054,853851.2923037257,3,3192,77
3055,2847783.339202579,4,3192,77
3056,5754247.665117212,2,3193,78
3057,666578.0000370364,2,3193,78
3058,22380632.145338647,3,3193,78
3059,19916120.290243693,4,3194,78
3060,413141.2254253684,4,3194,78
3061,856157.7446241379,2,3195,78
3062,18524193.782265916,2,3195,78
3063,3905563.962188502,4,3195,78
3064,6687593.687891697,1,3196,78
3065,4151883.2563483045,2,3197,78
3066,8719878.632507183,1,3197,78
3067,14148164.042869981,3,3197,78
3068,319277.9901504434,4,3198,78
3069,9423814.864975207,3,3199,78
3070,37863478.50308563,4,3199,78
3071,35331840.05184807,3,3199,78
3072,3521041.5223877314,1,3200,78
3073,23481016.937639143,4,3201,78
3074,28969757.1785534,4,3202,78
3075,5107441.0378976725,2,3202,78
3076,1297979.9048310257,3,3203,78
3077,1050033.467540604,3,3203,78
3078,17564610.96579754,3,3203,78
3079,2282919.0627373355,4,3204,78
3080,36936420.69173123,1,3204,78
3081,53011109.20744758,3,3204,78
3082,513843.2126676171,3,3205,78
3083,52021927.55284869,1,3206,78
3084,11976860.211567681,4,3206,78
3085,21036023.582299434,2,3206,78
3086,31044011.035730086,4,3207,78
3087,31265354.891859643,4,3207,78
3088,128857.8326665276,2,3207,78
3089,29392699.332851473,1,3208,78
3090,7414954.797182239,1,3209,78
3091,10467884.32442491,2,3209,78
3092,31266563.615924608,3,3210,78
3093,59930997.29499242,2,3210,78
3094,3616596.9401641577,4,3211,78
3095,32378777.178965706,2,3211,78
3096,17483584.519891895,2,3211,78
3097,11859749.902150314,1,3212,78
3098,11181357.314078977,2,3212,78
3099,9467962.17286696,3,3212,78
3100,50851321.87125491,2,3213,79
3101,1455629.6419615035,1,3214,79
3102,20257311.338194802,4,3214,79
3103,63691975.15866398,3,3215,79
3104,54409983.84858352,2,3216,79
3105,571312.0395283065,1,3216,79
3106,24832976.232253917,2,3217,79
3107,8491791.80899676,3,3218,79
3108,73812836.40996721,3,3218,79
3109,13079328.638988923,3,3218,79
3110,15937193.742383901,2,3219,79
3111,148937.58404737228,3,3219,79
3112,12046752.872640891,4,3220,79
3113,17688330.425702207,4,3221,79
3114,29358364.451523036,4,3222,79
3115,7746976.753376414,1,3222,79
3116,3554656.589443055,4,3222,79
3117,8590337.851036908,2,3223,79
3118,3034673.8398177186,1,3224,79
3119,14237456.249280978,3,3224,79
3120,3510538.410406504,2,3224,79
3121,54739409.775963314,4,3225,79
3122,4204826.880839469,1,3226,79
3123,20968656.8091169,1,3226,79
3124,9763599.681732561,1,3227,79
3125,451243.80966302124,1,3228,79
3126,21016482.00594703,4,3228,79
3127,17581358.989030056,4,3228,79
3128,2401718.149024491,3,3229,79
3129,367539.1780347263,4,3229,79
3130,70377890.06803565,2,3230,79
3131,65047819.634923585,2,3230,79
3132,16067389.495555969,3,3230,79
3133,106739.34198051563,3,3231,79
3134,12900783.391116038,2,3231,79
3135,31862475.25764116,2,3232,79
3136,607398.1168202605,3,3233,80
3137,66081300.98464389,3,3233,80
3138,73292549.70884673,1,3233,80
3139,188948.64439523523,4,3234,80
3140,21933716.289516866,4,3235,80
3141,17661723.32719495,3,3235,80
3142,3942453.9761505774,4,3236,80
3143,17112248.37068237,2,3236,80
3144,804251.4503242183,1,3237,80
3145,37178655.09193186,4,3238,80
3146,1164628.8298209868,2,3239,80
3147,267721.2832249386,2,3240,80
3148,2244445.920045086,1,3240,80
3149,11735519.57843635,3,3240,80
3150,4375927.792960461,1,3241,80
3151,21786920.735295422,2,3241,80
3152,1108863.9035385177,1,3242,80
3153,294522.757178801,2,3243,80
3154,17817282.832640596,4,3244,80
3155,55283.348733124556,1,3244,80
3156,52627244.46435024,2,3244,80
3157,34066979.83675912,1,3245,80
3158,5733028.51774343,4,3245,80
3159,33912759.96975005,3,3245,80
3160,1303258.5782615482,3,3246,80
3161,36222422.340124816,4,3247,80
3162,19503173.648060065,2,3247,80
3163,21961018.52211512,2,3247,80
3164,6960310.670690258,2,3248,80
3165,546321.6433297389,2,3248,80
3166,6791734.383293656,4,3249,80
3167,17060862.26916609,1,3249,80
3168,12431209.767430862,1,3249,80
3169,4222647.112916324,2,3250,80
3170,1622352.6054975074,1,3251,80
3171,19106647.22655022,1,3251,80
3172,8430042.815516386,1,3252,80
3173,25020833.706686445,4,3252,80
3174,4732736.984247327,4,3253,81
3175,24147714.48475598,2,3254,81
3176,5145134.089773969,3,3254,81
3177,79928786.23905298,3,3255,81
3178,2843707.68495663,4,3256,81
3179,9081816.692430811,2,3256,81
3180,750457.0960936602,4,3257,81
3181,14314974.642184813,3,3258,81
3182,1189113.4582967344,4,3258,81
3183,12294698.261673588,2,3259,81
3184,11544949.545855246,4,3259,81
3185,33889322.822140045,3,3260,81
3186,4151706.943307652,2,3260,81
3187,8472940.967102688,1,3260,81
3188,59744078.35482433,4,3261,81
3189,3064730.118490557,1,3261,81
3190,19548160.48030028,2,3262,81
3191,17237672.79323243,1,3263,81
3192,8391753.551423613,1,3264,81
3193,4787175.311500128,2,3264,81
3194,3350506.375111649,3,3264,81
3195,7219632.762435246,4,3265,81
3196,627944.2277788837,2,3265,81
3197,3028.263302377658,4,3265,81
3198,4951984.549502943,2,3266,81
3199,43664873.76701137,3,3267,81
3200,12057113.464203702,2,3268,81
3201,104191.42769835849,1,3268,81
3202,9908162.9379551,3,3269,81
3203,14833912.526568862,3,3269,81
3204,54218597.42375505,3,3269,81
3205,13201333.236910732,2,3270,81
3206,20023615.739688795,4,3270,81
3207,14075651.422133649,2,3270,81
3208,275519.5452168068,1,3271,81
3209,8785427.447456319,4,3271,81
3210,47144850.43601229,2,3272,81
3211,57113084.30519748,2,3272,81
3212,376819.3660991788,1,3272,81
3213,18187064.25721696,4,3273,82
3214,23675941.34158767,3,3273,82
3215,6246945.570159448,4,3273,82
3216,25678382.35794511,1,3274,82
3217,4687557.501802993,2,3274,82
3218,57608980.818109885,1,3274,82
3219,41607137.11404947,3,3275,82
3220,6205499.152600249,1,3275,82
3221,12901976.729791196,2,3276,82
3222,640966.7250268639,2,3276,82
3223,13843673.03229069,4,3277,82
3224,27194335.06101777,4,3277,82
3225,461982.5290289782,3,3277,82
3226,7624755.690471862,3,3278,82
3227,10583284.100710966,4,3278,82
3228,12188110.11076793,4,3278,82
3229,54964260.273201436,2,3279,82
3230,4189367.349078136,2,3280,82
3231,1173708.4824876327,3,3281,82
3232,1030143.6374055545,1,3281,82
3233,14502889.927837057,2,3282,82
3234,12921608.62461919,1,3282,82
3235,125700.12100194767,2,3282,82
3236,17197822.104709305,1,3283,82
3237,987330.6631757102,1,3283,82
3238,6833295.132750272,2,3284,82
3239,17736755.834031876,2,3284,82
3240,1745701.7036302905,3,3284,82
3241,19031976.065649457,4,3285,82
3242,5415189.337758851,2,3286,82
3243,7531708.72080034,4,3287,82
3244,69716052.6912797,1,3287,82
3245,14981596.912931396,2,3288,82
3246,514520.4648046585,3,3288,82
3247,3811279.4279073672,2,3288,82
3248,2861174.3484327705,1,3289,82
3249,8394974.521538332,2,3289,82
3250,3466395.012110153,2,3289,82
3251,2021263.5909195999,1,3290,82
3252,7735984.608826087,1,3290,82
3253,19564241.535748385,1,3290,82
3254,9308270.703897238,1,3291,82
3255,2577487.8289767606,4,3291,82
3256,874441.250370709,1,3292,82
3257,924305.4355619252,1,3292,82
3258,284998.93985821167,4,3293,83
3259,5066106.464337433,1,3293,83
3260,840394.1116679364,4,3293,83
3261,22352508.501958165,4,3294,83
3262,807302.3642774068,1,3294,83
3263,7652936.683511038,2,3295,83
3264,30018494.707063697,3,3295,83
3265,5706961.820300594,4,3295,83
3266,320378.8748504608,2,3296,83
3267,52185399.22515988,2,3297,83
3268,9193848.845895495,2,3298,83
3269,64192127.676359795,1,3299,83
3270,20711988.11616761,3,3300,83
3271,16941954.939617164,2,3301,83
3272,8146897.750170857,4,3302,83
3273,169711.9476062915,4,3302,83
3274,14729382.586143397,4,3303,83
3275,5056961.696276596,1,3304,83
3276,1696528.553648177,2,3304,83
3277,43813761.12897854,1,3304,83
3278,1128049.5329524516,3,3305,83
3279,227556.1942695962,2,3305,83
3280,1677349.5846218595,3,3305,83
3281,1803619.1704963462,2,3306,83
3282,448614.6380603108,2,3307,83
3283,24808674.868952837,3,3307,83
3284,10596.916284386534,1,3308,83
3285,2257700.4091236987,2,3308,83
3286,16220838.4258408,3,3309,83
3287,7725089.517947832,2,3310,83
3288,29311875.42519866,4,3310,83
3289,623531.7897259952,3,3311,83
3290,37619143.256901324,3,3311,83
3291,9523859.103966303,1,3312,83
3292,13583643.806190578,4,3313,84
3293,17027609.538036454,4,3314,84
3294,6676302.739348808,4,3314,84
3295,1894356.1821492836,3,3314,84
3296,11745720.652859632,3,3315,84
3297,14745339.329671994,3,3315,84
3298,42039612.554106385,2,3315,84
3299,26982910.10295619,2,3316,84
3300,7911135.567451216,3,3316,84
3301,5776462.583516266,3,3317,84
3302,522405.0420471945,3,3318,84
3303,3834418.437656841,4,3318,84
3304,90490601.00178665,1,3319,84
3305,10147868.933698822,4,3320,84
3306,48406825.72966389,1,3320,84
3307,75087065.05465348,3,3320,84
3308,5118989.171835754,3,3321,84
3309,671673.8013645995,3,3322,84
3310,9302671.333437283,4,3322,84
3311,1762990.0068836883,1,3322,84
3312,754246.5962348108,1,3323,84
3313,5838479.424928278,1,3323,84
3314,2919407.9728848008,1,3323,84
3315,1226943.7554377713,1,3324,84
3316,6131151.525044387,1,3325,84
3317,86407270.34928381,3,3326,84
3318,853581.4699235798,1,3327,84
3319,61326591.4376642,1,3327,84
3320,3891167.2410424408,2,3327,84
3321,493155.9423055796,4,3328,84
3322,23302209.17167681,4,3328,84
3323,38648332.226744235,1,3328,84
3324,3052573.2509156596,1,3329,84
3325,13168254.946061783,1,3329,84
3326,37420135.6852464,3,3330,84
3327,8210171.063091218,1,3331,84
3328,11504620.880259117,4,3332,84
3329,32971836.849816922,2,3332,84
3330,576495.6330424912,2,3333,85
3331,32858573.095354136,4,3333,85
3332,45923.16595776449,2,3334,85
3333,23002432.041695792,2,3335,85
3334,29704679.685188055,3,3335,85
3335,14781263.93375361,4,3335,85
3336,65466.48637971608,1,3336,85
3337,8372802.536160646,3,3336,85
3338,9210600.01060442,2,3336,85
3339,17033145.194789343,1,3337,85
3340,829733.7091658427,1,3338,85
3341,59204119.82496076,2,3339,85
3342,13844047.348953534,3,3339,85
3343,23306322.284095705,4,3340,85
3344,36150625.36881828,4,3341,85
3345,10773690.666088486,2,3341,85
3346,27038.607157583814,3,3341,85
3347,2030535.8543656326,3,3342,85
3348,54799380.76814809,1,3342,85
3349,13408977.941466462,1,3342,85
3350,3822026.89141824,3,3343,85
3351,2954128.501070863,1,3344,85
3352,58598094.55214208,2,3344,85
3353,383518.6844201917,4,3344,85
3354,26401431.684759475,1,3345,85
3355,29754008.71243241,3,3345,85
3356,8387211.750583927,3,3346,85
3357,1622037.0263694408,3,3347,85
3358,24853967.59017651,3,3347,85
3359,44855241.941582486,4,3348,85
3360,100551.25553466682,4,3348,85
3361,2872958.140189576,4,3349,85
3362,42430396.087330736,4,3350,85
3363,6356924.322270844,2,3350,85
3364,72257293.93657197,3,3350,85
3365,31871990.374315746,2,3351,85
3366,462233.61316549894,1,3351,85
3367,48365131.82216824,1,3351,85
3368,10532407.855308836,1,3352,85
3369,9313.982394069608,4,3352,85
3370,1250171.8814767958,4,3352,85
3371,14448338.297557017,3,3353,86
3372,16036952.505379949,3,3354,86
3373,2935198.9117893428,2,3354,86
3374,7387.081613540882,4,3354,86
3375,8910260.673892884,1,3355,86
3376,194356.5161640051,1,3355,86
3377,1378800.3942375006,1,3356,86
3378,4251486.290486366,4,3356,86
3379,70376502.84660304,4,3357,86
3380,6741093.430230112,3,3357,86
3381,21553402.367601845,3,3357,86
3382,6993131.887882672,2,3358,86
3383,14994100.742289029,4,3358,86
3384,27605547.771453902,4,3358,86
3385,975724.5004080177,4,3359,86
3386,15434045.293437427,4,3359,86
3387,30161732.95013503,2,3359,86
3388,2203055.205071474,4,3360,86
3389,1007375.4674488301,4,3360,86
3390,7578684.568280954,4,3361,86
3391,1319787.2827156645,2,3361,86
3392,4392920.093791332,1,3361,86
3393,5621171.717425701,4,3362,86
3394,12165708.359386155,3,3362,86
3395,39822353.04528236,1,3363,86
3396,8691434.019962514,1,3363,86
3397,65226457.47174297,2,3363,86
3398,54031.81141665834,1,3364,86
3399,246871.11919100085,2,3364,86
3400,785100.0447288234,4,3365,86
3401,652054.9704176843,3,3366,86
3402,20917317.1559169,2,3367,86
3403,6869992.676950986,2,3367,86
3404,18902624.94822678,1,3367,86
3405,9732664.946260579,3,3368,86
3406,66917270.890860535,1,3369,86
3407,4219243.675727671,4,3369,86
3408,12225223.931393148,3,3370,86
3409,3351725.9552144404,4,3370,86
3410,20644184.66597857,2,3370,86
3411,1041770.8056884757,1,3371,86
3412,2696215.7233835463,4,3372,86
3413,60919918.96898408,3,3373,87
3414,45265309.921504654,2,3373,87
3415,1194839.1201154226,2,3373,87
3416,56754298.02044431,4,3374,87
3417,3393383.6611639294,1,3374,87
3418,24072469.158049632,2,3375,87
3419,205748.671355924,1,3375,87
3420,42187353.51774713,2,3376,87
3421,21985864.812949814,3,3376,87
3422,2075419.0038098283,2,3376,87
3423,41949695.12202342,4,3377,87
3424,31667474.937827237,1,3378,87
3425,432682.1667946786,1,3378,87
3426,17354131.731281064,2,3378,87
3427,15351164.457790898,3,3379,87
3428,872389.0757128051,4,3379,87
3429,853537.7542470035,4,3380,87
3430,7675542.878659382,3,3380,87
3431,20810655.14966245,1,3381,87
3432,250366.89671910746,1,3381,87
3433,27979202.823641576,1,3382,87
3434,45471991.97753476,2,3382,87
3435,22518628.765217695,3,3383,87
3436,673193.2027446677,1,3383,87
3437,39092004.47151918,4,3384,87
3438,11523988.645492204,1,3385,87
3439,3290166.962335253,1,3385,87
3440,6085470.980604828,1,3385,87
3441,64069582.94342892,4,3386,87
3442,20941941.27751361,4,3386,87
3443,54229728.06474587,1,3386,87
3444,41490160.51820689,4,3387,87
3445,1554678.3082833826,4,3387,87
3446,24642509.205337152,1,3388,87
3447,11050095.344819237,2,3388,87
3448,62342747.01751192,3,3388,87
3449,13599456.584546912,1,3389,87
3450,8168776.704732692,3,3389,87
3451,3865173.993655724,3,3389,87
3452,945074.198612237,3,3390,87
3453,7792198.070020392,4,3390,87
3454,387300.86824899074,3,3390,87
3455,22463097.508607484,2,3391,87
3456,768339.5465342907,1,3391,87
3457,7651.337358486198,1,3391,87
3458,17119895.537556022,2,3392,87
3459,2818033.95970926,2,3393,88
3460,28193459.22107577,4,3393,88
3461,12527924.202129168,2,3394,88
3462,4356789.586881975,2,3395,88
3463,40939338.99338013,4,3396,88
3464,53939442.68215829,1,3396,88
3465,3915870.069610375,4,3396,88
3466,472793.4482160298,3,3397,88
3467,1341397.1733198112,1,3397,88
3468,6157443.523013255,2,3397,88
3469,18541272.733291067,2,3398,88
3470,8949370.854580233,4,3398,88
3471,8937616.77250475,1,3398,88
3472,10191539.707779398,2,3399,88
3473,7271919.640538286,4,3400,88
3474,560094.9654531695,1,3400,88
3475,1633242.4316951078,4,3401,88
3476,7851642.260484107,3,3402,88
3477,696669.157639694,4,3403,88
3478,8434652.399918575,1,3403,88
3479,621808.5342335695,3,3403,88
3480,25986942.3250703,1,3404,88
3481,86147409.33110945,4,3404,88
3482,123249.43752062577,1,3404,88
3483,386356.484100483,3,3405,88
3484,3690802.578237298,1,3405,88
3485,23838836.043736275,1,3406,88
3486,543718.7287372183,2,3407,88
3487,10359932.47847559,1,3408,88
3488,4010751.36376029,2,3409,88
3489,861817.4959268039,3,3409,88
3490,6470391.2446580455,3,3410,88
3491,16599354.840284018,2,3410,88
3492,628759.945480628,1,3411,88
3493,53097073.50422154,1,3412,88
3494,9582869.599816829,4,3413,89
3495,5325550.550472491,3,3413,89
3496,12799.665229420876,1,3414,89
3497,13668926.258592635,3,3414,89
3498,2536281.5442793816,4,3414,89
3499,151150.96787028387,2,3415,89
3500,12807186.006616073,1,3416,89
3501,4339485.248552177,1,3416,89
3502,8338049.070963647,2,3417,89
3503,10160263.179515745,2,3417,89
3504,351325.951455591,1,3418,89
3505,19801251.633972988,4,3419,89
3506,27853280.191286575,1,3420,89
3507,48061371.60402227,1,3420,89
3508,1872923.5969827948,4,3421,89
3509,3978691.4130844353,4,3422,89
3510,6049165.465024425,2,3423,89
3511,59056029.01597335,1,3423,89
3512,50477253.45893873,2,3424,89
3513,9198181.118360177,2,3424,89
3514,31066296.612328935,4,3424,89
3515,1179405.8526557223,3,3425,89
3516,13327488.044504885,4,3425,89
3517,293359.50938248413,3,3425,89
3518,45400023.75846285,4,3426,89
3519,14380332.048449123,2,3426,89
3520,12110308.566638345,2,3426,89
3521,3433936.9177971603,2,3427,89
3522,682558.1721939837,2,3428,89
3523,30147692.0687015,1,3428,89
3524,223462.72494601482,1,3429,89
3525,43956.144042192376,2,3430,89
3526,8826113.890986755,2,3430,89
3527,12225223.94662431,2,3430,89
3528,1042055.6773564452,3,3431,89
3529,4049847.750157942,1,3432,89
3530,6829440.1741828555,3,3432,89
3531,270713.2358837308,3,3433,90
3532,29224064.588435333,2,3433,90
3533,23286366.85453355,1,3434,90
3534,416630.385089573,2,3434,90
3535,10578613.747231733,4,3434,90
3536,3893592.670817337,1,3435,90
3537,11764419.666517008,3,3435,90
3538,14877383.32231831,2,3435,90
3539,12126963.035173845,1,3436,90
3540,15853330.599439325,2,3436,90
3541,24982920.811106272,4,3437,90
3542,19881902.157671746,1,3438,90
3543,5412419.027362768,3,3438,90
3544,133523.99604810117,3,3438,90
3545,14793870.129740896,2,3439,90
3546,4288712.9789786,1,3439,90
3547,471215.2519630124,2,3439,90
3548,5557834.928880487,2,3440,90
3549,12433744.583128275,3,3440,90
3550,17854837.673951976,2,3441,90
3551,55537422.182412356,2,3442,90
3552,31096540.332527053,4,3443,90
3553,9830051.823263174,3,3443,90
3554,15967788.476298109,2,3443,90
3555,40990961.18106575,2,3444,90
3556,5024743.715791589,4,3444,90
3557,56113456.97740762,3,3444,90
3558,4297853.345898775,1,3445,90
3559,16229325.701505523,2,3445,90
3560,57961606.89432576,1,3446,90
3561,605104.5368315347,4,3447,90
3562,29251371.86837046,1,3448,90
3563,30533.114039052976,3,3448,90
3564,3139385.600473877,2,3449,90
3565,16518729.378991624,2,3449,90
3566,3423475.9969935864,3,3449,90
3567,14962139.56113966,4,3450,90
3568,31692895.997914232,4,3451,90
3569,1506594.485048236,2,3451,90
3570,171573.91288742638,3,3452,90
3571,24131747.432477,3,3453,91
3572,10601962.652511872,3,3454,91
3573,1419327.7712891833,2,3454,91
3574,13764333.31334597,1,3454,91
3575,17551194.544233784,3,3455,91
3576,2581285.039445173,1,3455,91
3577,18271182.180411678,1,3456,91
3578,2271429.6430103644,1,3456,91
3579,13041791.414229343,1,3457,91
3580,22215574.49144184,4,3457,91
3581,5114755.278940442,3,3458,91
3582,13039992.801354693,1,3458,91
3583,51488.962361755664,2,3459,91
3584,43958620.29035658,1,3460,91
3585,5958955.004944998,3,3461,91
3586,13445112.562197942,1,3461,91
3587,704987.9829799058,1,3462,91
3588,12211099.343321426,1,3462,91
3589,7464862.485993665,3,3462,91
3590,3890521.636433281,1,3463,91
3591,13604533.095877111,4,3463,91
3592,4192725.8475407916,4,3464,91
3593,1027387.5486560367,2,3465,91
3594,19643106.9619384,4,3466,91
3595,2499338.3950330224,1,3467,91
3596,651799.6147748086,2,3467,91
3597,10657602.043647798,3,3467,91
3598,10535319.850127937,3,3468,91
3599,62186031.6617343,2,3468,91
3600,459623.5409134931,3,3468,91
3601,23440903.77704308,4,3469,91
3602,14930.623574691417,4,3469,91
3603,71463.49380138668,4,3470,91
3604,18055594.307070177,3,3471,91
3605,15760703.109057194,3,3472,91
3606,3454406.649192098,3,3472,91
3607,26885290.65201067,3,3473,92
3608,11086700.838655092,2,3474,92
3609,440380.9141833497,4,3474,92
3610,49248571.869390935,2,3474,92
3611,4964789.916084938,4,3475,92
3612,64594221.968922704,1,3475,92
3613,3090532.0343847014,4,3475,92
3614,15954807.928123051,4,3476,92
3615,42176406.12259554,4,3476,92
3616,1810465.8201093338,3,3477,92
3617,71470548.4509507,1,3477,92
3618,55406439.49260236,2,3478,92
3619,10820556.874994539,3,3478,92
3620,1595499.128188943,1,3479,92
3621,3346988.9821950938,3,3479,92
3622,285433.19536106905,3,3479,92
3623,1752621.3867733593,4,3480,92
3624,175857.20761101088,2,3481,92
3625,28315954.51514054,2,3481,92
3626,1107914.283702038,4,3482,92
3627,31072094.40375582,1,3483,92
3628,10832600.989067176,1,3483,92
3629,509662.91170787194,3,3484,92
3630,31696102.22891438,1,3485,92
3631,19367100.062569138,2,3485,92
3632,6113821.579024229,3,3485,92
3633,1029426.9756300055,4,3486,92
3634,9886461.498367209,1,3486,92
3635,1308941.0932494004,1,3486,92
3636,4713696.971363587,1,3487,92
3637,1168295.4910889002,1,3487,92
3638,14547732.422561307,1,3487,92
3639,322836.55740657134,4,3488,92
3640,753989.5813517473,2,3488,92
3641,2400601.408436764,2,3488,92
3642,8095200.677486062,1,3489,92
3643,18535414.606163498,3,3489,92
3644,19153704.580997057,2,3489,92
3645,7113255.062520794,3,3490,92
3646,12867616.75483723,3,3490,92
3647,11386712.981930735,2,3490,92
3648,17415080.04996474,1,3491,92
3649,2381503.2602250213,2,3492,92
3650,11994611.597438391,3,3492,92
3651,53184164.959611855,3,3493,93
3652,6600911.517572298,4,3493,93
3653,30915206.053069197,1,3494,93
3654,55501862.77829948,4,3494,93
3655,173627.60637164395,1,3495,93
3656,9880983.468668042,1,3496,93
3657,3683210.5797348465,2,3496,93
3658,12489158.227269381,2,3497,93
3659,16392999.137719994,1,3498,93
3660,1088808.3369387942,1,3498,93
3661,48343050.45571648,2,3499,93
3662,2433672.6306698476,4,3499,93
3663,12868216.044407003,3,3499,93
3664,20311489.425814055,3,3500,93
3665,20651700.201788295,2,3500,93
3666,13322173.764550393,2,3501,93
3667,2495529.364576096,1,3502,93
3668,884121.7168838731,4,3502,93
3669,28845990.356341243,4,3502,93
3670,38540846.16368061,3,3503,93
3671,1659310.7742707438,4,3503,93
3672,32462671.395817567,4,3504,93
3673,5715803.68671043,3,3504,93
3674,44658199.92196776,1,3505,93
3675,546208.9940400884,4,3506,93
3676,10251297.978376666,3,3506,93
3677,68195091.41381915,3,3507,93
3678,8176149.742068252,1,3508,93
3679,10729908.109748608,1,3508,93
3680,50936531.28718567,2,3508,93
3681,3558295.9945847103,1,3509,93
3682,1437041.7354015494,1,3509,93
3683,13261992.788622996,3,3510,93
3684,33669820.314412355,2,3510,93
3685,2515075.006523924,2,3511,93
3686,499395.95324055693,1,3511,93
3687,212511.6602004565,4,3511,93
3688,14040432.61254548,1,3512,93
3689,13104072.245084612,3,3513,94
3690,44036301.80180506,3,3514,94
3691,1240940.408271216,3,3514,94
3692,30779.024919879856,4,3515,94
3693,2746519.335293577,3,3516,94
3694,14458603.410084143,2,3517,94
3695,462146.1021454533,1,3517,94
3696,12806856.493574444,2,3517,94
3697,472321.78799056535,2,3518,94
3698,1312269.0589181776,2,3518,94
3699,2628110.7483636923,2,3519,94
