ID,TIPO_DOCUMENTO,NUM_DOCUMENTO,NOMBRE,APELLIDO,DIRECCION,TELEFONO,FECHA_INSCRIPCION,FECHA_NACIMIENTO,CIUDAD,DEPARTAMENTO,COD_POSTAL,OFICINA
3516,4,'pasaporte367','cliente1864','apellido1161','direccion3516','telefono3516',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('20/9/1984','dd/mm/yyyy'),'ciudad32','departamento2','003516'
3517,4,'pasaporte368','cliente1865','apellido558','direccion3517','telefono3517',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('13/5/1984','dd/mm/yyyy'),'ciudad22','departamento2','003517'
3518,1,'tarjetai351','cliente1866','apellido1046','direccion3518','telefono3518',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('29/10/2000','dd/mm/yyyy'),'ciudad12','departamento2','003518'
3519,4,'pasaporte369','cliente1867','apellido896','direccion3519','telefono3519',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('19/6/1954','dd/mm/yyyy'),'ciudad9','departamento9','003519'
3520,1,'tarjetai352','cliente1868','apellido1214','direccion3520','telefono3520',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('9/9/2001','dd/mm/yyyy'),'ciudad22','departamento2','003520'
3521,3,'cedulae410','cliente1869','apellido617','direccion3521','telefono3521',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('8/6/1941','dd/mm/yyyy'),'ciudad22','departamento2','003521'
3522,2,'cedula2030','cliente1870','apellido1056','direccion3522','telefono3522',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('19/3/1967','dd/mm/yyyy'),'ciudad32','departamento2','003522'
3523,2,'cedula2031','cliente1871','apellido486','direccion3523','telefono3523',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('16/1/1921','dd/mm/yyyy'),'ciudad50','departamento0','003523'
3524,2,'cedula2032','cliente1872','apellido1196','direccion3524','telefono3524',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('1/8/1923','dd/mm/yyyy'),'ciudad32','departamento2','003524'
3525,4,'pasaporte370','cliente1873','apellido1176','direccion3525','telefono3525',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('31/3/1987','dd/mm/yyyy'),'ciudad32','departamento2','003525'
3526,4,'pasaporte371','cliente1874','apellido411','direccion3526','telefono3526',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('20/10/1938','dd/mm/yyyy'),'ciudad39','departamento9','003526'
3527,4,'pasaporte372','cliente1875','apellido1130','direccion3527','telefono3527',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('19/1/1935','dd/mm/yyyy'),'ciudad32','departamento2','003527'
3528,5,'nit362','empresa362','null','direccion3528','telefono3528',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('29/6/1909','dd/mm/yyyy'),'ciudad34','departamento4','003528'
3529,5,'nit363','empresa363','null','direccion3529','telefono3529',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('11/4/1957','dd/mm/yyyy'),'ciudad9','departamento9','003529'
3530,2,'cedula2033','cliente1878','apellido1303','direccion3530','telefono3530',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('12/3/1993','dd/mm/yyyy'),'ciudad32','departamento2','003530'
3531,3,'cedulae411','cliente1879','apellido1009','direccion3531','telefono3531',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('18/2/1921','dd/mm/yyyy'),'ciudad52','departamento2','003531'
3532,3,'cedulae412','cliente1880','apellido1705','direccion3532','telefono3532',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('12/2/1937','dd/mm/yyyy'),'ciudad59','departamento9','003532'
3533,5,'nit364','empresa364','null','direccion3533','telefono3533',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('7/12/1971','dd/mm/yyyy'),'ciudad32','departamento2','003533'
3534,4,'pasaporte373','cliente1882','apellido1851','direccion3534','telefono3534',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('31/1/1945','dd/mm/yyyy'),'ciudad54','departamento4','003534'
3535,4,'pasaporte374','cliente1883','apellido1269','direccion3535','telefono3535',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('25/1/1983','dd/mm/yyyy'),'ciudad7','departamento7','003535'
3536,5,'nit365','empresa365','null','direccion3536','telefono3536',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('6/5/1990','dd/mm/yyyy'),'ciudad7','departamento7','003536'
3537,3,'cedulae413','cliente1885','apellido945','direccion3537','telefono3537',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('10/9/1966','dd/mm/yyyy'),'ciudad9','departamento9','003537'
3538,3,'cedulae414','cliente1886','apellido1295','direccion3538','telefono3538',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('13/1/1969','dd/mm/yyyy'),'ciudad47','departamento7','003538'
3539,1,'tarjetai353','cliente1887','apellido247','direccion3539','telefono3539',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('9/6/2001','dd/mm/yyyy'),'ciudad25','departamento5','003539'
3540,3,'cedulae415','cliente1888','apellido851','direccion3540','telefono3540',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('12/12/1978','dd/mm/yyyy'),'ciudad32','departamento2','003540'
3541,3,'cedulae416','cliente1889','apellido1823','direccion3541','telefono3541',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('27/7/1961','dd/mm/yyyy'),'ciudad32','departamento2','003541'
3542,5,'nit366','empresa366','null','direccion3542','telefono3542',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('4/12/1926','dd/mm/yyyy'),'ciudad20','departamento0','003542'
3543,4,'pasaporte375','cliente1891','apellido1467','direccion3543','telefono3543',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('18/11/1938','dd/mm/yyyy'),'ciudad41','departamento1','003543'
3544,2,'cedula2034','cliente1892','apellido1753','direccion3544','telefono3544',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('23/4/1951','dd/mm/yyyy'),'ciudad32','departamento2','003544'
3545,3,'cedulae417','cliente1893','apellido1659','direccion3545','telefono3545',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('28/4/1971','dd/mm/yyyy'),'ciudad32','departamento2','003545'
3546,4,'pasaporte376','cliente1894','apellido492','direccion3546','telefono3546',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('23/2/1953','dd/mm/yyyy'),'ciudad32','departamento2','003546'
3547,3,'cedulae418','cliente1895','apellido491','direccion3547','telefono3547',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('12/7/1939','dd/mm/yyyy'),'ciudad32','departamento2','003547'
3548,5,'nit367','empresa367','null','direccion3548','telefono3548',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('8/8/1941','dd/mm/yyyy'),'ciudad32','departamento2','003548'
3549,3,'cedulae419','cliente1897','apellido508','direccion3549','telefono3549',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('26/4/1985','dd/mm/yyyy'),'ciudad4','departamento4','003549'
3550,4,'pasaporte377','cliente1898','apellido1760','direccion3550','telefono3550',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('21/7/1956','dd/mm/yyyy'),'ciudad32','departamento2','003550'
3551,3,'cedulae420','cliente1899','apellido190','direccion3551','telefono3551',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('7/2/1993','dd/mm/yyyy'),'ciudad39','departamento9','003551'
3552,3,'cedulae421','cliente1900','apellido298','direccion3552','telefono3552',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('27/12/1979','dd/mm/yyyy'),'ciudad32','departamento2','003552'
3553,3,'cedulae422','cliente1901','apellido1473','direccion3553','telefono3553',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('27/5/1921','dd/mm/yyyy'),'ciudad5','departamento5','003553'
3554,4,'pasaporte378','cliente1902','apellido131','direccion3554','telefono3554',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('17/7/1943','dd/mm/yyyy'),'ciudad32','departamento2','003554'
3555,3,'cedulae423','cliente1903','apellido1472','direccion3555','telefono3555',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('6/11/1933','dd/mm/yyyy'),'ciudad52','departamento2','003555'
3556,5,'nit368','empresa368','null','direccion3556','telefono3556',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('30/6/1982','dd/mm/yyyy'),'ciudad32','departamento2','003556'
3557,5,'nit369','empresa369','null','direccion3557','telefono3557',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('10/1/1981','dd/mm/yyyy'),'ciudad32','departamento2','003557'
3558,5,'nit370','empresa370','null','direccion3558','telefono3558',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('14/10/1988','dd/mm/yyyy'),'ciudad7','departamento7','003558'
3559,3,'cedulae424','cliente1907','apellido2','direccion3559','telefono3559',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('29/6/1972','dd/mm/yyyy'),'ciudad15','departamento5','003559'
3560,2,'cedula2035','cliente1908','apellido71','direccion3560','telefono3560',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('18/6/1963','dd/mm/yyyy'),'ciudad32','departamento2','003560'
3561,1,'tarjetai354','cliente1909','apellido1444','direccion3561','telefono3561',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('20/11/2000','dd/mm/yyyy'),'ciudad32','departamento2','003561'
3562,3,'cedulae425','cliente1910','apellido384','direccion3562','telefono3562',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('9/3/1988','dd/mm/yyyy'),'ciudad3','departamento3','003562'
3563,3,'cedulae426','cliente1911','apellido672','direccion3563','telefono3563',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('24/3/1980','dd/mm/yyyy'),'ciudad37','departamento7','003563'
3564,5,'nit371','empresa371','null','direccion3564','telefono3564',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('1/9/1999','dd/mm/yyyy'),'ciudad32','departamento2','003564'
3565,3,'cedulae427','cliente1913','apellido1037','direccion3565','telefono3565',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('5/10/1923','dd/mm/yyyy'),'ciudad32','departamento2','003565'
3566,5,'nit372','empresa372','null','direccion3566','telefono3566',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('1/3/1988','dd/mm/yyyy'),'ciudad32','departamento2','003566'
3567,1,'tarjetai355','cliente1915','apellido208','direccion3567','telefono3567',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('5/8/1999','dd/mm/yyyy'),'ciudad32','departamento2','003567'
3568,4,'pasaporte379','cliente1916','apellido1627','direccion3568','telefono3568',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('24/4/1924','dd/mm/yyyy'),'ciudad32','departamento2','003568'
3569,1,'tarjetai356','cliente1917','apellido1192','direccion3569','telefono3569',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('5/6/2001','dd/mm/yyyy'),'ciudad32','departamento2','003569'
3570,4,'pasaporte380','cliente1918','apellido592','direccion3570','telefono3570',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('14/4/1993','dd/mm/yyyy'),'ciudad32','departamento2','003570'
3571,3,'cedulae428','cliente1919','apellido1321','direccion3571','telefono3571',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('20/11/1924','dd/mm/yyyy'),'ciudad53','departamento3','003571'
3572,5,'nit373','empresa373','null','direccion3572','telefono3572',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('25/7/1948','dd/mm/yyyy'),'ciudad17','departamento7','003572'
3573,5,'nit374','empresa374','null','direccion3573','telefono3573',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('23/2/1992','dd/mm/yyyy'),'ciudad52','departamento2','003573'
3574,1,'tarjetai357','cliente1922','apellido848','direccion3574','telefono3574',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('18/9/2002','dd/mm/yyyy'),'ciudad6','departamento6','003574'
3575,1,'tarjetai358','cliente1923','apellido867','direccion3575','telefono3575',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('26/8/1998','dd/mm/yyyy'),'ciudad14','departamento4','003575'
3576,5,'nit375','empresa375','null','direccion3576','telefono3576',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('22/10/1923','dd/mm/yyyy'),'ciudad26','departamento6','003576'
3577,1,'tarjetai359','cliente1925','apellido261','direccion3577','telefono3577',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('16/10/2000','dd/mm/yyyy'),'ciudad52','departamento2','003577'
3578,4,'pasaporte381','cliente1926','apellido1362','direccion3578','telefono3578',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('26/6/2001','dd/mm/yyyy'),'ciudad32','departamento2','003578'
3579,3,'cedulae429','cliente1927','apellido876','direccion3579','telefono3579',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('6/8/1962','dd/mm/yyyy'),'ciudad5','departamento5','003579'
3580,2,'cedula2036','cliente1928','apellido1627','direccion3580','telefono3580',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('27/8/1969','dd/mm/yyyy'),'ciudad32','departamento2','003580'
3581,2,'cedula2037','cliente1929','apellido120','direccion3581','telefono3581',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('3/6/1932','dd/mm/yyyy'),'ciudad32','departamento2','003581'
3582,3,'cedulae430','cliente1930','apellido1305','direccion3582','telefono3582',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('2/2/1968','dd/mm/yyyy'),'ciudad32','departamento2','003582'
3583,2,'cedula2038','cliente1931','apellido813','direccion3583','telefono3583',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('30/11/1974','dd/mm/yyyy'),'ciudad32','departamento2','003583'
3584,2,'cedula2039','cliente1932','apellido1472','direccion3584','telefono3584',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('2/9/1977','dd/mm/yyyy'),'ciudad32','departamento2','003584'
3585,3,'cedulae431','cliente1933','apellido1168','direccion3585','telefono3585',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('22/1/1978','dd/mm/yyyy'),'ciudad36','departamento6','003585'
3586,3,'cedulae432','cliente1934','apellido1073','direccion3586','telefono3586',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('11/6/1977','dd/mm/yyyy'),'ciudad32','departamento2','003586'
3587,3,'cedulae433','cliente1935','apellido808','direccion3587','telefono3587',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('31/10/1971','dd/mm/yyyy'),'ciudad27','departamento7','003587'
3588,4,'pasaporte382','cliente1936','apellido458','direccion3588','telefono3588',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('4/2/1940','dd/mm/yyyy'),'ciudad34','departamento4','003588'
3589,1,'tarjetai360','cliente1937','apellido1270','direccion3589','telefono3589',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('21/4/2003','dd/mm/yyyy'),'ciudad32','departamento2','003589'
3590,2,'cedula2040','cliente1938','apellido1210','direccion3590','telefono3590',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('14/5/1942','dd/mm/yyyy'),'ciudad32','departamento2','003590'
3591,1,'tarjetai361','cliente1939','apellido302','direccion3591','telefono3591',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('22/7/2002','dd/mm/yyyy'),'ciudad32','departamento2','003591'
3592,4,'pasaporte383','cliente1940','apellido955','direccion3592','telefono3592',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('29/1/1984','dd/mm/yyyy'),'ciudad32','departamento2','003592'
3593,4,'pasaporte384','cliente1941','apellido714','direccion3593','telefono3593',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('18/1/2002','dd/mm/yyyy'),'ciudad32','departamento2','003593'
3594,5,'nit376','empresa376','null','direccion3594','telefono3594',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('24/5/1904','dd/mm/yyyy'),'ciudad32','departamento2','003594'
3595,2,'cedula2041','cliente1943','apellido1818','direccion3595','telefono3595',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('18/10/1925','dd/mm/yyyy'),'ciudad51','departamento1','003595'
3596,1,'tarjetai362','cliente1944','apellido2','direccion3596','telefono3596',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('16/11/2002','dd/mm/yyyy'),'ciudad32','departamento2','003596'
3597,4,'pasaporte385','cliente1945','apellido1638','direccion3597','telefono3597',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('27/7/1933','dd/mm/yyyy'),'ciudad32','departamento2','003597'
3598,3,'cedulae434','cliente1946','apellido346','direccion3598','telefono3598',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('9/5/1945','dd/mm/yyyy'),'ciudad31','departamento1','003598'
3599,5,'nit377','empresa377','null','direccion3599','telefono3599',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('31/1/1946','dd/mm/yyyy'),'ciudad32','departamento2','003599'
3600,2,'cedula2042','cliente1948','apellido76','direccion3600','telefono3600',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('23/12/1983','dd/mm/yyyy'),'ciudad27','departamento7','003600'
3601,1,'tarjetai363','cliente1949','apellido1496','direccion3601','telefono3601',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('21/11/2001','dd/mm/yyyy'),'ciudad35','departamento5','003601'
3602,3,'cedulae435','cliente1950','apellido129','direccion3602','telefono3602',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('20/10/1969','dd/mm/yyyy'),'ciudad18','departamento8','003602'
3603,4,'pasaporte386','cliente1951','apellido1315','direccion3603','telefono3603',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('7/11/1947','dd/mm/yyyy'),'ciudad32','departamento2','003603'
3604,4,'pasaporte387','cliente1952','apellido705','direccion3604','telefono3604',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('17/11/1927','dd/mm/yyyy'),'ciudad32','departamento2','003604'
3605,4,'pasaporte388','cliente1953','apellido583','direccion3605','telefono3605',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('3/8/1934','dd/mm/yyyy'),'ciudad32','departamento2','003605'
3606,3,'cedulae436','cliente1954','apellido1783','direccion3606','telefono3606',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('21/4/1974','dd/mm/yyyy'),'ciudad32','departamento2','003606'
3607,4,'pasaporte389','cliente1955','apellido1786','direccion3607','telefono3607',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('9/1/2000','dd/mm/yyyy'),'ciudad32','departamento2','003607'
3608,2,'cedula2043','cliente1956','apellido1364','direccion3608','telefono3608',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('2/12/1995','dd/mm/yyyy'),'ciudad39','departamento9','003608'
3609,2,'cedula2044','cliente1957','apellido1642','direccion3609','telefono3609',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('20/8/1953','dd/mm/yyyy'),'ciudad45','departamento5','003609'
3610,4,'pasaporte390','cliente1958','apellido627','direccion3610','telefono3610',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('6/11/1960','dd/mm/yyyy'),'ciudad32','departamento2','003610'
3611,5,'nit378','empresa378','null','direccion3611','telefono3611',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('25/4/1987','dd/mm/yyyy'),'ciudad53','departamento3','003611'
3612,2,'cedula2045','cliente1960','apellido565','direccion3612','telefono3612',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('23/1/1922','dd/mm/yyyy'),'ciudad41','departamento1','003612'
3613,2,'cedula2046','cliente1961','apellido1317','direccion3613','telefono3613',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('20/4/1930','dd/mm/yyyy'),'ciudad32','departamento2','003613'
3614,4,'pasaporte391','cliente1962','apellido1884','direccion3614','telefono3614',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('29/10/1967','dd/mm/yyyy'),'ciudad32','departamento2','003614'
3615,3,'cedulae437','cliente1963','apellido882','direccion3615','telefono3615',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('3/3/1948','dd/mm/yyyy'),'ciudad32','departamento2','003615'
3616,1,'tarjetai364','cliente1964','apellido1641','direccion3616','telefono3616',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('28/4/2002','dd/mm/yyyy'),'ciudad52','departamento2','003616'
3617,3,'cedulae438','cliente1965','apellido316','direccion3617','telefono3617',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('17/4/1960','dd/mm/yyyy'),'ciudad32','departamento2','003617'
3618,1,'tarjetai365','cliente1966','apellido529','direccion3618','telefono3618',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('11/11/1999','dd/mm/yyyy'),'ciudad50','departamento0','003618'
3619,2,'cedula2047','cliente1967','apellido8','direccion3619','telefono3619',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('2/3/1955','dd/mm/yyyy'),'ciudad32','departamento2','003619'
3620,1,'tarjetai366','cliente1968','apellido1202','direccion3620','telefono3620',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('23/1/2000','dd/mm/yyyy'),'ciudad32','departamento2','003620'
3621,5,'nit379','empresa379','null','direccion3621','telefono3621',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('1/10/1989','dd/mm/yyyy'),'ciudad58','departamento8','003621'
3622,1,'tarjetai367','cliente1970','apellido1161','direccion3622','telefono3622',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('8/1/2001','dd/mm/yyyy'),'ciudad17','departamento7','003622'
3623,4,'pasaporte392','cliente1971','apellido1855','direccion3623','telefono3623',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('4/9/1973','dd/mm/yyyy'),'ciudad25','departamento5','003623'
3624,4,'pasaporte393','cliente1972','apellido1761','direccion3624','telefono3624',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('25/11/1949','dd/mm/yyyy'),'ciudad7','departamento7','003624'
3625,3,'cedulae439','cliente1973','apellido350','direccion3625','telefono3625',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('13/12/1953','dd/mm/yyyy'),'ciudad32','departamento2','003625'
3626,2,'cedula2048','cliente1974','apellido127','direccion3626','telefono3626',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('24/10/1968','dd/mm/yyyy'),'ciudad36','departamento6','003626'
3627,2,'cedula2049','cliente1975','apellido1723','direccion3627','telefono3627',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('19/10/1982','dd/mm/yyyy'),'ciudad42','departamento2','003627'
3628,1,'tarjetai368','cliente1976','apellido1556','direccion3628','telefono3628',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('18/9/2000','dd/mm/yyyy'),'ciudad1','departamento1','003628'
3629,4,'pasaporte394','cliente1977','apellido880','direccion3629','telefono3629',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('1/1/1995','dd/mm/yyyy'),'ciudad20','departamento0','003629'
3630,1,'tarjetai369','cliente1978','apellido1244','direccion3630','telefono3630',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('31/8/1999','dd/mm/yyyy'),'ciudad30','departamento0','003630'
3631,1,'tarjetai370','cliente1979','apellido939','direccion3631','telefono3631',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('2/7/2003','dd/mm/yyyy'),'ciudad23','departamento3','003631'
3632,4,'pasaporte395','cliente1980','apellido1640','direccion3632','telefono3632',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('13/1/1948','dd/mm/yyyy'),'ciudad32','departamento2','003632'
3633,5,'nit380','empresa380','null','direccion3633','telefono3633',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('15/8/1945','dd/mm/yyyy'),'ciudad24','departamento4','003633'
3634,2,'cedula2050','cliente1982','apellido805','direccion3634','telefono3634',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('11/8/1928','dd/mm/yyyy'),'ciudad32','departamento2','003634'
3635,3,'cedulae440','cliente1983','apellido699','direccion3635','telefono3635',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('11/10/1925','dd/mm/yyyy'),'ciudad32','departamento2','003635'
3636,2,'cedula2051','cliente1984','apellido680','direccion3636','telefono3636',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('29/4/1993','dd/mm/yyyy'),'ciudad16','departamento6','003636'
3637,3,'cedulae441','cliente1985','apellido957','direccion3637','telefono3637',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('24/11/1996','dd/mm/yyyy'),'ciudad32','departamento2','003637'
3638,1,'tarjetai371','cliente1986','apellido628','direccion3638','telefono3638',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('19/5/2003','dd/mm/yyyy'),'ciudad10','departamento0','003638'
3639,4,'pasaporte396','cliente1987','apellido1261','direccion3639','telefono3639',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('15/8/1927','dd/mm/yyyy'),'ciudad59','departamento9','003639'
3640,1,'tarjetai372','cliente1988','apellido810','direccion3640','telefono3640',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('12/1/2001','dd/mm/yyyy'),'ciudad32','departamento2','003640'
3641,1,'tarjetai373','cliente1989','apellido752','direccion3641','telefono3641',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('4/11/2001','dd/mm/yyyy'),'ciudad32','departamento2','003641'
3642,5,'nit381','empresa381','null','direccion3642','telefono3642',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('18/6/2014','dd/mm/yyyy'),'ciudad32','departamento2','003642'
3643,2,'cedula2052','cliente1991','apellido856','direccion3643','telefono3643',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('19/8/1940','dd/mm/yyyy'),'ciudad32','departamento2','003643'
3644,5,'nit382','empresa382','null','direccion3644','telefono3644',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('26/8/1938','dd/mm/yyyy'),'ciudad12','departamento2','003644'
3645,3,'cedulae442','cliente1993','apellido1954','direccion3645','telefono3645',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('13/9/1959','dd/mm/yyyy'),'ciudad38','departamento8','003645'
3646,5,'nit383','empresa383','null','direccion3646','telefono3646',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('27/1/1973','dd/mm/yyyy'),'ciudad32','departamento2','003646'
3647,5,'nit384','empresa384','null','direccion3647','telefono3647',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('22/9/2000','dd/mm/yyyy'),'ciudad32','departamento2','003647'
3648,1,'tarjetai374','cliente1996','apellido1847','direccion3648','telefono3648',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('26/5/2001','dd/mm/yyyy'),'ciudad32','departamento2','003648'
3649,2,'cedula2053','cliente1997','apellido1077','direccion3649','telefono3649',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('7/7/1980','dd/mm/yyyy'),'ciudad57','departamento7','003649'
3650,2,'cedula2054','cliente1998','apellido166','direccion3650','telefono3650',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('10/2/1937','dd/mm/yyyy'),'ciudad37','departamento7','003650'
